Rk,Team,Date,ORtg,DRtg,3PA,TOV,ORB,DRB,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,ORB,DRB,TRB,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA
130,Loyola (MD),11/3/2025,83.3,99.7,22,11,5,22,N,Towson,L 56-67,200,17,50,0.34,13,28,0.464,4,22,0.182,18,25,0.72,56,25,57,0.439,22,46,0.478,3,11,0.273,14,18,0.778,67,5,22,27,9,23,32,5,5,4,11,14,9,9,3,10,20,83.3,99.7,0.5,0.44,0.453,0.38,0.36,99.7,83.3,0.316,0.193,0.511,0.465,0.246
131,Maine,11/3/2025,69.7,99.4,22,14,4,17,@,George Washington,L 47-67,200,16,51,0.314,11,29,0.379,5,22,0.227,10,12,0.833,47,27,59,0.458,25,39,0.641,2,20,0.1,11,17,0.647,67,4,17,21,14,29,43,8,10,3,14,16,12,9,4,15,15,69.7,99.4,0.235,0.431,0.414,0.363,0.196,99.4,69.7,0.288,0.339,0.499,0.475,0.186
132,Marist,11/3/2025,89.8,95.6,10,17,6,25,@,Xavier,L 62-66,200,21,44,0.477,18,34,0.529,3,10,0.3,17,25,0.68,62,18,53,0.34,11,27,0.407,7,26,0.269,23,32,0.719,66,6,25,31,8,18,26,14,5,6,17,21,13,11,2,11,20,89.8,95.6,0.568,0.227,0.555,0.511,0.386,95.6,89.8,0.604,0.491,0.484,0.406,0.434
133,Marquette,11/3/2025,102.4,67.9,24,14,14,27,,Albany (NY),W 80-53,200,24,58,0.414,19,34,0.559,5,24,0.208,27,39,0.692,80,19,67,0.284,14,37,0.378,5,30,0.167,10,14,0.714,53,14,27,41,16,23,39,16,18,4,14,16,11,8,4,22,27,102.4,67.9,0.672,0.414,0.523,0.457,0.466,67.9,102.4,0.209,0.448,0.36,0.321,0.149
134,Marshall,11/3/2025,93.3,86.2,30,25,8,27,@,Massachusetts,W 78-72,200,27,56,0.482,17,26,0.654,10,30,0.333,14,19,0.737,78,23,55,0.418,18,37,0.486,5,18,0.278,21,36,0.583,72,8,27,35,7,17,24,22,9,2,25,29,18,13,1,20,20,93.3,86.2,0.339,0.536,0.6,0.571,0.25,86.2,93.3,0.655,0.327,0.499,0.464,0.382
135,Maryland,11/3/2025,119,87.5,29,12,9,22,N,Coppin State,W 83-61,200,25,55,0.455,15,26,0.577,10,29,0.345,23,25,0.92,83,21,49,0.429,14,30,0.467,7,19,0.368,12,16,0.75,61,9,22,31,7,16,23,16,11,2,12,18,11,4,2,20,17,119,87.5,0.455,0.527,0.621,0.545,0.418,87.5,119,0.327,0.388,0.539,0.5,0.245
136,Maryland Eastern Shore,11/3/2025,71.3,76.8,23,18,6,29,@,Georgia Tech,L 52-56 (OT),225,20,56,0.357,14,33,0.424,6,23,0.261,6,11,0.545,52,21,60,0.35,16,34,0.471,5,26,0.192,9,18,0.5,56,6,29,35,9,27,36,14,4,4,18,20,12,13,7,13,16,71.3,76.8,0.196,0.411,0.425,0.411,0.107,76.8,71.3,0.3,0.433,0.408,0.392,0.15
137,Massachusetts,11/3/2025,86.2,93.3,18,20,7,17,,Marshall,L 72-78,200,23,55,0.418,18,37,0.486,5,18,0.278,21,36,0.583,72,27,56,0.482,17,26,0.654,10,30,0.333,14,19,0.737,78,7,17,24,8,27,35,18,13,1,20,20,22,9,2,25,29,86.2,93.3,0.655,0.327,0.499,0.464,0.382,93.3,86.2,0.339,0.536,0.6,0.571,0.25
138,UMass Lowell,11/3/2025,139.8,71.9,18,12,14,31,,Rivier,W 107-55,200,39,65,0.6,31,47,0.66,8,18,0.444,21,28,0.75,107,20,68,0.294,13,32,0.406,7,36,0.194,8,10,0.8,55,14,31,45,10,14,24,21,8,4,12,11,7,6,3,14,22,139.8,71.9,0.431,0.277,0.683,0.662,0.323,71.9,139.8,0.147,0.529,0.378,0.346,0.118
139,McNeese State,11/3/2025,147.2,75.4,29,7,22,32,,Champion Christian,W 127-65,200,46,87,0.529,37,58,0.638,9,29,0.31,26,33,0.788,127,24,66,0.364,11,25,0.44,13,41,0.317,4,6,0.667,65,22,32,54,7,18,25,28,14,6,7,10,11,4,1,23,22,147.2,75.4,0.379,0.333,0.618,0.58,0.299,75.4,147.2,0.091,0.621,0.472,0.462,0.061
140,Mercer,11/3/2025,82.9,103.3,29,5,9,16,@,Tennessee,L 61-76,200,20,67,0.299,14,38,0.368,6,29,0.207,15,21,0.714,61,30,61,0.492,23,44,0.523,7,17,0.412,9,15,0.6,76,9,16,25,13,35,48,7,15,4,5,20,19,2,3,19,18,82.9,103.3,0.313,0.433,0.396,0.343,0.224,103.3,82.9,0.246,0.279,0.558,0.549,0.148
141,Mercyhurst,11/3/2025,68.5,102,18,9,6,22,@,Northwestern,L 47-70,200,18,60,0.3,17,42,0.405,1,18,0.056,10,13,0.769,47,19,52,0.365,14,33,0.424,5,19,0.263,27,38,0.711,70,6,22,28,13,32,45,11,8,5,9,23,13,7,4,11,12,68.5,102,0.217,0.3,0.355,0.308,0.167,102,68.5,0.731,0.365,0.5,0.413,0.519
142,Merrimack,11/3/2025,89.1,101.2,29,11,3,21,N,South Dakota State,L 66-75,200,18,56,0.321,10,27,0.37,8,29,0.276,22,27,0.815,66,24,57,0.421,17,39,0.436,7,18,0.389,20,26,0.769,75,3,21,24,12,27,39,9,8,6,11,21,17,4,4,14,18,89.1,101.2,0.482,0.518,0.479,0.393,0.393,101.2,89.1,0.456,0.316,0.541,0.482,0.351
143,Miami (FL),11/3/2025,117.6,94.4,14,15,7,23,,Jacksonville,W 86-69,200,27,49,0.551,24,35,0.686,3,14,0.214,29,37,0.784,86,27,58,0.466,19,31,0.613,8,27,0.296,7,14,0.5,69,7,23,30,5,14,19,18,7,3,15,15,11,8,2,12,27,117.6,94.4,0.755,0.286,0.646,0.582,0.592,94.4,117.6,0.241,0.466,0.534,0.534,0.121
144,Miami (OH),11/3/2025,115.7,95.7,24,12,8,23,,Old Dominion,W 87-72,200,29,58,0.5,22,34,0.647,7,24,0.292,22,27,0.815,87,25,53,0.472,16,32,0.5,9,21,0.429,13,16,0.813,72,8,23,31,4,20,24,11,9,4,12,17,13,5,3,19,23,115.7,95.7,0.466,0.414,0.614,0.56,0.379,95.7,115.7,0.302,0.396,0.594,0.557,0.245
145,Michigan,11/3/2025,154.8,99.8,35,8,4,34,,Oakland,W 121-78,200,45,70,0.643,26,35,0.743,19,35,0.543,12,13,0.923,121,27,64,0.422,16,38,0.421,11,26,0.423,13,15,0.867,78,4,34,38,4,15,19,31,3,7,8,15,11,6,0,9,11,154.8,99.8,0.186,0.5,0.794,0.779,0.171,99.8,154.8,0.234,0.406,0.548,0.508,0.203
146,Michigan State,11/3/2025,116.4,100.4,21,9,19,27,,Colgate,W 80-69,200,25,60,0.417,19,39,0.487,6,21,0.286,24,37,0.649,80,27,57,0.474,16,28,0.571,11,29,0.379,4,6,0.667,69,19,27,46,3,21,24,18,8,3,9,13,14,6,2,13,25,116.4,100.4,0.617,0.35,0.516,0.467,0.4,100.4,116.4,0.105,0.509,0.576,0.57,0.07
147,Milwaukee,11/3/2025,110.4,105.5,29,9,18,27,,Hampton,W 90-86,200,29,70,0.414,20,41,0.488,9,29,0.31,23,42,0.548,90,26,63,0.413,17,39,0.436,9,24,0.375,25,34,0.735,86,18,27,45,14,27,41,20,9,7,9,30,18,6,3,17,31,110.4,105.5,0.6,0.414,0.5,0.479,0.329,105.5,110.4,0.54,0.381,0.543,0.484,0.397
148,Minnesota,11/3/2025,116.7,80.5,21,14,11,30,,Gardner-Webb,W 87-60,200,30,55,0.545,23,34,0.676,7,21,0.333,20,30,0.667,87,19,57,0.333,13,38,0.342,6,19,0.316,16,27,0.593,60,11,30,41,6,19,25,25,9,7,14,23,8,7,6,13,23,116.7,80.5,0.545,0.382,0.628,0.609,0.364,80.5,116.7,0.474,0.333,0.43,0.386,0.281
149,Ole Miss,11/3/2025,127.4,84,22,9,9,29,,Southeastern Louisiana,W 88-58,200,28,54,0.519,21,32,0.656,7,22,0.318,25,30,0.833,88,18,53,0.34,11,25,0.44,7,28,0.25,15,25,0.6,58,9,29,38,8,14,22,16,7,5,9,20,14,6,0,13,24,127.4,84,0.556,0.407,0.645,0.583,0.463,84,127.4,0.472,0.528,0.447,0.406,0.283
150,Mississippi Valley State,11/3/2025,64.1,123.5,21,26,4,22,@,UAB,L 55-106,200,16,55,0.291,11,34,0.324,5,21,0.238,18,19,0.947,55,37,74,0.5,28,48,0.583,9,26,0.346,23,37,0.622,106,4,22,26,14,30,44,9,8,4,26,23,18,17,1,8,15,64.1,123.5,0.345,0.382,0.43,0.336,0.327,123.5,64.1,0.5,0.351,0.579,0.561,0.311
151,Missouri,11/3/2025,120.1,91.4,19,16,15,29,@,Howard,W 88-67,200,34,61,0.557,24,42,0.571,10,19,0.526,10,21,0.476,88,22,62,0.355,10,33,0.303,12,29,0.414,11,16,0.688,67,15,29,44,8,18,26,16,6,3,16,18,17,5,2,13,19,120.1,91.4,0.344,0.311,0.62,0.639,0.164,91.4,120.1,0.258,0.468,0.481,0.452,0.177
152,Kansas City,11/3/2025,112.6,104.2,27,11,10,25,,Evangel,W 80-74,200,27,59,0.458,17,32,0.531,10,27,0.37,16,23,0.696,80,30,63,0.476,26,42,0.619,4,21,0.19,10,15,0.667,74,10,25,35,10,20,30,14,4,1,11,13,16,6,3,11,16,112.6,104.2,0.39,0.458,0.572,0.542,0.271,104.2,112.6,0.238,0.333,0.528,0.508,0.159
